Time,AM or PM,CPU,%user,%nice,%system,%iowait,%steal,%idle
12:39:58,PM,all,5.69,0,94.06,0,0,0.25
12:39:59,PM,all,6.69,0,93,0,0,0.31
12:40:00,PM,all,7.32,0,92.56,0,0,0.13
12:40:01,PM,all,7.86,0,91.77,0,0,0.37
12:40:02,PM,all,5.94,0,93.87,0,0,0.19
12:40:03,PM,all,5.94,0,93.62,0,0,0.44
12:40:04,PM,all,6.38,0,93.43,0,0,0.19
12:40:05,PM,all,7.08,0,92.73,0,0,0.19
12:40:06,PM,all,6.93,0,92.95,0,0,0.12
12:40:07,PM,all,5.68,0,93.89,0,0,0.44
12:40:08,PM,all,7.74,0,92.01,0,0,0.25
12:40:09,PM,all,6.38,0,93.62,0,0,0
12:40:10,PM,all,7.55,0,92.2,0,0,0.25
12:40:11,PM,all,5.51,0,94.3,0,0,0.19
12:40:12,PM,all,5.93,0,93.82,0,0,0.25
12:40:13,PM,all,6.86,0,92.95,0,0,0.19
12:40:14,PM,all,7.07,0,92.8,0,0,0.13
12:40:15,PM,all,7.44,0,92.31,0,0,0.25
12:40:16,PM,all,5.19,0,94.24,0,0,0.56
12:40:17,PM,all,6.18,0,93.7,0,0,0.12
12:40:18,PM,all,6.08,0,93.61,0,0,0.31
12:40:19,PM,all,7.7,0,92.24,0,0,0.06
12:40:20,PM,all,5.25,0,94.32,0,0,0.44
12:40:21,PM,all,5.87,0,93.82,0,0,0.31
12:40:22,PM,all,6.49,0,93.2,0,0,0.31
12:40:23,PM,all,6.45,0,93.49,0,0,0.06
12:40:24,PM,all,7.94,0,91.93,0,0,0.13
12:40:25,PM,all,5.81,0,93.88,0,0,0.31
12:40:26,PM,all,5.12,0,94.56,0,0,0.31
12:40:27,PM,all,5.31,0,94.19,0,0,0.5
12:40:28,PM,all,8.06,0,91.81,0,0,0.12
12:40:29,PM,all,7.69,0,92.18,0,0,0.13
12:40:30,PM,all,6.31,0,93.25,0,0,0.44
12:40:31,PM,all,5.94,0,93.81,0,0,0.25
12:40:32,PM,all,7.12,0,92.38,0,0,0.5
12:40:33,PM,all,7.38,0,92.49,0,0,0.13
12:40:34,PM,all,5.94,0,93.75,0,0,0.31
12:40:35,PM,all,5,0,94.81,0,0,0.19
12:40:36,PM,all,6.06,0,93.81,0,0,0.12
12:40:37,PM,all,8.64,0,91.05,0,0,0.31
12:40:38,PM,all,5.12,0,94.81,0,0,0.06
12:40:39,PM,all,6.05,0,93.58,0,0,0.37
12:40:40,PM,all,7.02,0,92.73,0,0,0.25
12:40:41,PM,all,6,0,93.44,0,0,0.56
12:40:42,PM,all,5.32,0,94.62,0,0,0.06
12:40:43,PM,all,6.11,0,93.51,0,0,0.37
12:40:44,PM,all,8.14,0,91.73,0,0,0.13
12:40:45,PM,all,7.7,0,92.24,0,0,0.06
12:40:46,PM,all,6.82,0,92.93,0,0,0.25
12:40:47,PM,all,5.63,0,94.12,0,0,0.25
12:40:48,PM,all,6.55,0,93.08,0,0,0.37
12:40:49,PM,all,7.38,0,92.43,0,0,0.19
12:40:50,PM,all,8.13,0,91.49,0,0,0.38
12:40:51,PM,all,5.63,0,94.12,0,0,0.25
12:40:52,PM,all,5.64,0,93.99,0,0,0.38
12:40:53,PM,all,5.69,0,94.12,0,0,0.19
12:40:54,PM,all,5.88,0,93.62,0,0,0.5
12:40:55,PM,all,7.69,0,92.18,0,0,0.13
12:40:56,PM,all,6.08,0,93.67,0,0,0.25
12:40:57,PM,all,6.23,0,93.45,0,0,0.31
12:40:58,PM,all,6.99,0,92.7,0,0,0.31
12:40:59,PM,all,5.75,0,94.12,0,0,0.13
12:41:00,PM,all,6.83,0,92.67,0,0,0.5
12:41:01,PM,all,7,0,92.94,0,0,0.06
12:41:02,PM,all,5.75,0,93.81,0,0,0.44
12:41:03,PM,all,6.43,0,93.25,0,0,0.31
12:41:04,PM,all,5.38,0,94.25,0,0,0.38
12:41:05,PM,all,7.75,0,92.07,0,0,0.19
12:41:06,PM,all,6.83,0,93.04,0,0,0.13
12:41:07,PM,all,7.37,0,92.32,0,0,0.31
12:41:08,PM,all,6.22,0,93.66,0,0,0.13
12:41:09,PM,all,6.12,0,93.32,0,0,0.56
12:41:10,PM,all,6.05,0,93.45,0,0,0.5
12:41:11,PM,all,6.77,0,93.17,0,0,0.06
12:41:12,PM,all,6.92,0,92.89,0,0,0.19
12:41:13,PM,all,6.81,0,92.82,0,0,0.37
12:41:14,PM,all,4.45,0,95.3,0,0,0.25
12:41:15,PM,all,6.55,0,93.39,0,0,0.06
12:41:16,PM,all,7.01,0,92.93,0,0,0.06
12:41:17,PM,all,8.82,0,90.99,0,0,0.19
12:41:18,PM,all,6.12,0,93.57,0,0,0.31
12:41:19,PM,all,5.26,0,94.31,0,0,0.44
12:41:20,PM,all,5.64,0,94.17,0,0,0.19
12:41:21,PM,all,7.19,0,92.68,0,0,0.13
12:41:22,PM,all,10.11,0,89.77,0,0,0.12
12:41:23,PM,all,6.07,0,93.55,0,0,0.38
12:41:24,PM,all,4.82,0,94.99,0,0,0.19
12:41:25,PM,all,5.42,0,94.33,0,0,0.25
12:41:26,PM,all,7.51,0,92.36,0,0,0.13
12:41:27,PM,all,7.31,0,92.5,0,0,0.19
12:41:28,PM,all,5.56,0,94.26,0,0,0.19
12:41:29,PM,all,5.64,0,94.24,0,0,0.13
12:41:30,PM,all,6.52,0,93.3,0,0,0.19
12:41:31,PM,all,5.73,0,93.96,0,0,0.31
12:41:32,PM,all,7.58,0,92.29,0,0,0.13
12:41:33,PM,all,7.97,0,91.85,0,0,0.19
12:41:34,PM,all,5.13,0,94.49,0,0,0.38
12:41:35,PM,all,4.99,0,94.76,0,0,0.25
12:41:36,PM,all,6.69,0,93.25,0,0,0.06
12:41:37,PM,all,6.57,0,93.18,0,0,0.25
12:41:38,PM,all,6.57,0,93.05,0,0,0.38
12:41:39,PM,all,6.95,0,92.67,0,0,0.38
12:41:40,PM,all,5.44,0,94.31,0,0,0.25
12:41:41,PM,all,6.25,0,93.62,0,0,0.13
12:41:42,PM,all,6.19,0,93.5,0,0,0.31
12:41:43,PM,all,6.55,0,93.26,0,0,0.19
12:41:44,PM,all,6.47,0,93.09,0,0,0.44
12:41:45,PM,all,5.81,0,93.94,0,0,0.25
12:41:46,PM,all,7.48,0,92.27,0,0,0.25
12:41:47,PM,all,5.52,0,94.17,0,0,0.31
12:41:48,PM,all,6.04,0,93.59,0,0,0.37
12:41:49,PM,all,7.65,0,92.22,0,0,0.13
12:41:50,PM,all,5.87,0,93.88,0,0,0.25
12:41:51,PM,all,6.19,0,93.75,0,0,0.06
12:41:52,PM,all,6.18,0,93.51,0,0,0.31
12:41:53,PM,all,6.99,0,92.89,0,0,0.12
12:41:54,PM,all,5.68,0,94.19,0,0,0.12
12:41:55,PM,all,6.96,0,92.79,0,0,0.25
12:41:56,PM,all,4.25,0,95.57,0,0,0.19
12:41:57,PM,all,6,0,93.94,0,0,0.06
12:41:58,PM,all,7.26,0,92.68,0,0,0.06
12:41:59,PM,all,5.64,0,94.18,0,0,0.19
12:42:00,PM,all,6.11,0,93.57,0,0,0.31
12:42:01,PM,all,5.64,0,94.24,0,0,0.13
12:42:02,PM,all,6.25,0,93.57,0,0,0.19
12:42:03,PM,all,7.21,0,92.61,0,0,0.19
12:42:04,PM,all,7.04,0,92.71,0,0,0.25
12:42:05,PM,all,4.26,0,95.42,0,0,0.31
12:42:06,PM,all,5.95,0,93.92,0,0,0.13
12:42:07,PM,all,7.42,0,92.39,0,0,0.19
12:42:08,PM,all,5.56,0,94.01,0,0,0.44
12:42:09,PM,all,5.55,0,94.14,0,0,0.31
12:42:10,PM,all,6.34,0,93.6,0,0,0.06
12:42:11,PM,all,6.18,0,93.57,0,0,0.25
12:42:12,PM,all,5.75,0,93.94,0,0,0.31
12:42:13,PM,all,5.93,0,93.75,0,0,0.31
12:42:14,PM,all,5.58,0,94.29,0,0,0.13
12:42:15,PM,all,7.24,0,92.7,0,0,0.06
12:42:16,PM,all,7.61,0,92.33,0,0,0.06
12:42:17,PM,all,5.82,0,93.93,0,0,0.25
12:42:18,PM,all,6.76,0,93.24,0,0,0
12:42:19,PM,all,6.11,0,93.52,0,0,0.37
12:42:20,PM,all,6.68,0,93,0,0,0.31
12:42:21,PM,all,5.93,0,93.94,0,0,0.12
12:42:22,PM,all,6.06,0,93.56,0,0,0.38
12:42:23,PM,all,6.88,0,92.88,0,0,0.25
12:42:24,PM,all,7.95,0,91.93,0,0,0.13
12:42:25,PM,all,5.94,0,93.75,0,0,0.31
12:42:26,PM,all,5.75,0,94.12,0,0,0.12
12:42:27,PM,all,5.68,0,93.82,0,0,0.5
12:42:28,PM,all,5.19,0,94.43,0,0,0.38
12:42:29,PM,all,7.05,0,92.89,0,0,0.06
12:42:30,PM,all,6.06,0,93.62,0.06,0,0.25
12:42:31,PM,all,5.63,0,93.87,0,0,0.5
12:42:32,PM,all,6,0,93.88,0,0,0.12
12:42:33,PM,all,5.83,0,94.17,0,0,0
12:42:34,PM,all,6.82,0,92.8,0,0,0.38
12:42:35,PM,all,6.54,0,93.03,0,0,0.44
12:42:36,PM,all,5.8,0,94.01,0,0,0.19
12:42:37,PM,all,5.77,0,94.04,0,0,0.19
12:42:38,PM,all,7.74,0,92.14,0,0,0.12
12:42:39,PM,all,5.75,0,93.93,0,0,0.31
12:42:40,PM,all,6.08,0,93.73,0,0,0.19
12:42:41,PM,all,6.07,0,93.74,0,0,0.19
12:42:42,PM,all,7.07,0,92.31,0,0,0.63
12:42:43,PM,all,6.88,0,92.93,0,0,0.19
12:42:44,PM,all,7.39,0,92.42,0,0,0.19
12:42:45,PM,all,7,0,92.75,0,0,0.25
12:42:46,PM,all,6.58,0,93.11,0,0,0.31
12:42:47,PM,all,5.87,0,94,0,0,0.12
12:42:48,PM,all,7.37,0,92.19,0,0,0.44
12:42:49,PM,all,6.07,0,93.61,0,0,0.31
12:42:50,PM,all,6.57,0,93.05,0,0,0.38
12:42:51,PM,all,8.68,0,91.07,0,0,0.25
12:42:52,PM,all,6.08,0,93.79,0,0,0.13
12:42:53,PM,all,5.37,0,94.19,0,0,0.44
12:42:54,PM,all,5.86,0,93.89,0,0,0.25
12:42:55,PM,all,5.57,0,94.18,0,0,0.25
12:42:56,PM,all,8.06,0,91.75,0,0,0.19
12:42:57,PM,all,6.63,0,93.12,0,0,0.25
12:42:58,PM,all,5.17,0,94.77,0,0,0.06
12:42:59,PM,all,6.43,0,92.95,0,0,0.62
12:43:00,PM,all,6.94,0,92.93,0,0,0.13
12:43:01,PM,all,6.55,0,93.08,0,0,0.37
12:43:02,PM,all,6.31,0,93.44,0,0,0.25
12:43:03,PM,all,5.38,0,94.5,0,0,0.12
12:43:04,PM,all,6.94,0,92.94,0,0,0.12
12:43:05,PM,all,4.88,0,94.43,0,0,0.69
12:43:06,PM,all,6.32,0,93.55,0,0,0.13
12:43:07,PM,all,6.56,0,93.07,0,0,0.37
12:43:08,PM,all,7.13,0,92.68,0,0,0.19
12:43:09,PM,all,5.39,0,94.42,0,0,0.19
12:43:10,PM,all,5.99,0,93.76,0,0,0.25
12:43:11,PM,all,7.9,0,91.91,0,0,0.19
12:43:12,PM,all,6.07,0,93.55,0,0,0.38
12:43:13,PM,all,4.31,0,95.51,0,0,0.19
12:43:14,PM,all,6.49,0,93.39,0,0,0.12
12:43:15,PM,all,6.87,0,93,0,0,0.12
12:43:16,PM,all,4.88,0,94.81,0,0,0.31
12:43:17,PM,all,4.7,0,95.24,0,0,0.06
12:43:18,PM,all,7.37,0,92.57,0,0,0.06
12:43:19,PM,all,7.5,0,92.25,0,0,0.25
12:43:20,PM,all,5.64,0,94.04,0,0,0.31
12:43:21,PM,all,5.94,0,93.69,0,0,0.38
12:43:22,PM,all,5.25,0,94.44,0,0,0.31
12:43:23,PM,all,6.38,0,93.5,0,0,0.12
12:43:24,PM,all,7.18,0,92.7,0,0,0.12
12:43:25,PM,all,5.19,0,94.62,0,0,0.19
12:43:26,PM,all,6.68,0,93.01,0,0,0.31
12:43:27,PM,all,6.37,0,93.45,0,0,0.19
12:43:28,PM,all,6.43,0,93.44,0,0,0.12
12:43:29,PM,all,6.88,0,92.87,0,0,0.25
12:43:30,PM,all,6.25,0,93.25,0,0,0.5
12:43:31,PM,all,4.82,0,94.87,0,0,0.31
12:43:32,PM,all,6.01,0,93.74,0,0,0.25
12:43:33,PM,all,6.2,0,93.67,0,0,0.13
12:43:34,PM,all,9.42,0,90.39,0,0,0.19
12:43:35,PM,all,6.21,0,93.73,0,0,0.06
12:43:36,PM,all,4.31,0,95.13,0,0,0.56
12:43:37,PM,all,5.75,0,94,0,0,0.25
12:43:38,PM,all,7.06,0,92.62,0,0,0.31
12:43:39,PM,all,5.7,0,93.93,0,0,0.38
12:43:40,PM,all,7.61,0,92.39,0,0,0
12:43:41,PM,all,5.57,0,94.12,0,0,0.31
12:43:42,PM,all,4.88,0,94.81,0,0,0.31
12:43:43,PM,all,6.05,0,93.57,0,0,0.37
12:43:44,PM,all,6.87,0,93.07,0,0,0.06
12:43:45,PM,all,7.63,0,92.05,0,0,0.31
12:43:46,PM,all,5.69,0,94.06,0,0,0.25
12:43:47,PM,all,6.25,0,93.37,0,0,0.38
12:43:48,PM,all,6.33,0,93.48,0,0,0.19
12:43:49,PM,all,6.13,0,93.68,0,0,0.19
12:43:50,PM,all,7.31,0,92.69,0,0,0
12:43:51,PM,all,9.36,0,90.45,0,0,0.19
12:43:52,PM,all,5.49,0,94.01,0,0,0.5
12:43:53,PM,all,5.69,0,93.88,0,0,0.44
12:43:54,PM,all,5.57,0,94.11,0,0,0.31
12:43:55,PM,all,8.62,0,90.88,0,0,0.5
12:43:56,PM,all,7.56,0,92.31,0,0,0.12
12:43:57,PM,all,5.02,0,94.73,0,0,0.25
12:43:58,PM,all,5.92,0,94.02,0,0,0.06
12:43:59,PM,all,8.55,0,91.2,0,0,0.25
12:44:00,PM,all,6.43,0,93.32,0,0,0.25
12:44:01,PM,all,5.58,0,93.86,0,0,0.56
12:44:02,PM,all,5.37,0,94.5,0,0,0.12
12:44:03,PM,all,8.14,0,91.68,0,0,0.19
12:44:04,PM,all,6.83,0,92.98,0,0,0.19
12:44:05,PM,all,6.19,0,93.19,0,0,0.62
12:44:06,PM,all,5.43,0,94.32,0,0,0.25
12:44:07,PM,all,6.48,0,93.21,0,0,0.31
12:44:08,PM,all,7.84,0,92.1,0,0,0.06
12:44:09,PM,all,6.32,0,93.55,0,0,0.13
12:44:10,PM,all,6.56,0,93.19,0,0,0.25
12:44:11,PM,all,4.55,0,95.13,0,0,0.31
12:44:12,PM,all,6.46,0,93.35,0,0,0.19
12:44:13,PM,all,6.19,0,93.5,0,0,0.31
12:44:14,PM,all,8.57,0,91.43,0,0,0
12:44:15,PM,all,8.19,0,91.56,0,0,0.25
12:44:16,PM,all,5.81,0,94.07,0,0,0.12
12:44:17,PM,all,5.68,0,93.69,0,0,0.62
12:44:18,PM,all,6.76,0,93.24,0,0,0
12:44:19,PM,all,6.36,0,93.4,0,0,0.25
12:44:20,PM,all,5.52,0,93.98,0,0,0.5
12:44:21,PM,all,9.25,0,90.62,0,0,0.12
12:44:22,PM,all,6.7,0,93.18,0,0,0.13
12:44:23,PM,all,5.37,0,94.38,0,0,0.25
12:44:24,PM,all,5.31,0,94.31,0,0,0.38
12:44:25,PM,all,5.45,0,94.48,0,0,0.06
12:44:26,PM,all,6.24,0,93.38,0,0,0.37
12:44:27,PM,all,9.07,0,90.68,0,0,0.25
12:44:28,PM,all,5.18,0,94.63,0,0,0.19
12:44:29,PM,all,6.7,0,92.99,0,0,0.31
12:44:30,PM,all,7.36,0,92.39,0,0,0.25
12:44:31,PM,all,6.37,0,93.25,0,0,0.37
12:44:32,PM,all,5.43,0,94.38,0,0,0.19
12:44:33,PM,all,6.14,0,93.49,0,0,0.38
12:44:34,PM,all,8.24,0,91.64,0,0,0.12
12:44:35,PM,all,5.26,0,94.55,0,0,0.19
12:44:36,PM,all,7.09,0,92.59,0,0,0.31
12:44:37,PM,all,6.07,0,93.62,0,0,0.31
12:44:38,PM,all,4.57,0,94.87,0,0,0.56
12:44:39,PM,all,6.19,0,93.56,0,0,0.25
12:44:40,PM,all,7.7,0,92.24,0,0,0.06
12:44:41,PM,all,7.39,0,92.42,0,0,0.19
12:44:42,PM,all,5.31,0,94.31,0,0,0.38
12:44:43,PM,all,5.57,0,94.12,0,0,0.31
12:44:44,PM,all,6.94,0,92.94,0,0,0.12
12:44:45,PM,all,6.74,0,93.08,0,0,0.19
12:44:46,PM,all,5.64,0,93.99,0,0,0.38
12:44:47,PM,all,5.64,0,94.11,0,0,0.25
12:44:48,PM,all,5.8,0,93.95,0,0,0.25
12:44:49,PM,all,6.87,0,92.82,0,0,0.31
12:44:50,PM,all,5.76,0,94.11,0,0,0.13
12:44:51,PM,all,7.93,0,91.82,0,0,0.25
12:44:52,PM,all,4.95,0,94.55,0,0,0.5
12:44:53,PM,all,5.75,0,94.06,0,0,0.19
12:44:54,PM,all,6.57,0,93.25,0,0,0.19
12:44:55,PM,all,9.11,0,90.58,0,0,0.31
12:44:56,PM,all,5.95,0,93.86,0,0,0.19
12:44:57,PM,all,5.29,0,94.15,0,0,0.56
12:44:58,PM,all,6.13,0,93.68,0,0,0.19
12:44:59,PM,all,5.68,0,94.01,0,0,0.31
12:45:00,PM,all,8.07,0,91.87,0,0,0.06
12:45:01,PM,all,5.7,0,94.05,0,0,0.25
12:45:02,PM,all,6.63,0,93.06,0,0,0.31
12:45:03,PM,all,5.93,0,93.82,0,0,0.25
12:45:04,PM,all,5.45,0,94.11,0,0,0.44
12:45:05,PM,all,6.3,0,93.57,0,0,0.12
12:45:06,PM,all,7.43,0,92.44,0,0,0.12
12:45:07,PM,all,6.06,0,93.75,0,0,0.19
12:45:08,PM,all,4.63,0,95.31,0,0,0.06
12:45:09,PM,all,7.83,0,91.98,0,0,0.19
12:45:10,PM,all,5.44,0,94.19,0,0,0.38
12:45:11,PM,all,6.49,0,93.07,0,0,0.44
12:45:12,PM,all,5.25,0,94.63,0,0,0.12
12:45:13,PM,all,7.27,0,92.73,0,0,0
12:45:14,PM,all,6.45,0,93.3,0,0,0.25
12:45:15,PM,all,6.76,0,93.11,0,0,0.13
12:45:16,PM,all,5.31,0,94.32,0,0,0.37
12:45:17,PM,all,6.82,0,92.87,0,0,0.31
12:45:18,PM,all,5.95,0,93.86,0,0,0.19
12:45:19,PM,all,4.93,0,94.57,0,0,0.5
12:45:20,PM,all,8.32,0,91.55,0,0,0.13
12:45:21,PM,all,6.74,0,92.7,0,0,0.56
12:45:22,PM,all,5.82,0,94.05,0,0,0.13
12:45:23,PM,all,6.18,0,93.57,0,0,0.25
12:45:24,PM,all,6.51,0,93.3,0,0,0.19
12:45:25,PM,all,6.9,0,92.98,0,0,0.13
12:45:26,PM,all,7.09,0,92.35,0,0,0.56
12:45:27,PM,all,6.38,0,93.43,0,0,0.19
12:45:28,PM,all,5.06,0,94.76,0,0,0.19
12:45:29,PM,all,8.2,0,91.68,0,0,0.13
12:45:30,PM,all,6.86,0,92.95,0,0,0.19
12:45:31,PM,all,7.1,0,92.71,0,0,0.19
12:45:32,PM,all,5.87,0,93.63,0,0,0.5
12:45:33,PM,all,4.96,0,94.86,0,0,0.19
12:45:34,PM,all,5.57,0,94.37,0,0,0.06
12:45:35,PM,all,11.26,0,88.74,0,0,0
12:45:36,PM,all,6.93,0,92.88,0,0,0.19
12:45:37,PM,all,5.25,0,94.62,0,0,0.13
12:45:38,PM,all,5.75,0,94,0,0,0.25
12:45:39,PM,all,6.26,0,93.49,0,0,0.25
12:45:40,PM,all,5.24,0,94.51,0,0,0.25
12:45:41,PM,all,7.13,0,92.81,0,0,0.06
12:45:42,PM,all,8.57,0,91.18,0,0,0.25
12:45:43,PM,all,5.45,0,94.24,0,0,0.31
12:45:44,PM,all,5.43,0,94.13,0,0,0.44
12:45:45,PM,all,7.25,0,92.69,0,0,0.06
12:45:46,PM,all,5.32,0,94.49,0,0,0.19
12:45:47,PM,all,10.67,0,89.14,0,0,0.19
12:45:48,PM,all,5.93,0,93.82,0,0,0.25
12:45:49,PM,all,6.63,0,93.05,0,0,0.31
12:45:50,PM,all,5.74,0,94.26,0,0,0
12:45:51,PM,all,6.57,0,93.31,0,0,0.13
12:45:52,PM,all,5.87,0,94,0,0,0.12
12:45:53,PM,all,7.45,0,92.49,0,0,0.06
12:45:54,PM,all,7.22,0,92.34,0,0,0.44
12:45:55,PM,all,6.11,0,93.58,0,0,0.31
12:45:56,PM,all,5.59,0,94.22,0,0,0.19
12:45:57,PM,all,5.06,0,94.69,0,0,0.25
12:45:58,PM,all,6.14,0,93.36,0,0,0.5
12:45:59,PM,all,9.06,0,90.69,0,0,0.25
12:46:00,PM,all,6.13,0,93.68,0,0,0.19
12:46:01,PM,all,5.18,0,94.63,0,0,0.19
12:46:02,PM,all,7.25,0,92.37,0,0,0.38
12:46:03,PM,all,5.31,0,94.38,0,0,0.31
12:46:04,PM,all,8.16,0,91.78,0,0,0.06
12:46:05,PM,all,6.44,0,93.25,0,0,0.31
12:46:06,PM,all,5.63,0,94.12,0,0,0.25
12:46:07,PM,all,6.26,0,93.49,0,0,0.25
12:46:08,PM,all,6.82,0,92.93,0,0,0.25
12:46:09,PM,all,7.19,0,92.5,0,0,0.31
12:46:10,PM,all,6.18,0,93.51,0,0,0.31
12:46:11,PM,all,5.75,0,94.06,0,0,0.19
12:46:12,PM,all,5.75,0,94,0,0,0.25
12:46:13,PM,all,5.83,0,93.98,0,0,0.19
12:46:14,PM,all,7.32,0,92.37,0,0,0.31
12:46:15,PM,all,6.3,0,93.38,0,0,0.31
12:46:16,PM,all,6.38,0,93.18,0,0,0.44
12:46:17,PM,all,7.38,0,92.55,0,0,0.06
12:46:18,PM,all,5.44,0,94.31,0,0,0.25
12:46:19,PM,all,5.88,0,93.93,0,0,0.19
12:46:20,PM,all,8.14,0,91.74,0,0,0.13
12:46:21,PM,all,6.11,0,93.52,0,0,0.37
12:46:22,PM,all,5.63,0,94.18,0,0,0.19
12:46:23,PM,all,7.05,0,92.7,0,0,0.25
12:46:24,PM,all,7.01,0,92.62,0,0,0.38
12:46:25,PM,all,5.88,0,93.68,0,0,0.44
12:46:26,PM,all,5.49,0,94.33,0,0,0.19
12:46:27,PM,all,6.96,0,92.92,0,0,0.13
12:46:28,PM,all,5.94,0,93.75,0,0,0.31
12:46:29,PM,all,7.55,0,92.26,0,0,0.19
12:46:30,PM,all,8.55,0,91.32,0,0,0.12
12:46:31,PM,all,6.13,0,93.49,0,0,0.38
12:46:32,PM,all,5.75,0,94.18,0,0,0.06
12:46:33,PM,all,4.37,0,95.38,0,0,0.25
12:46:34,PM,all,6.06,0,93.5,0,0,0.44
12:46:35,PM,all,10.78,0,89.1,0,0,0.12
12:46:36,PM,all,5.52,0,94.36,0,0,0.13
12:46:37,PM,all,6.43,0,93.08,0,0,0.5
12:46:38,PM,all,6.61,0,92.95,0,0,0.44
12:46:39,PM,all,6.51,0,93.3,0,0,0.19
12:46:40,PM,all,7.95,0,91.93,0,0,0.13
12:46:41,PM,all,8.31,0,91.57,0,0,0.12
12:46:42,PM,all,6.12,0,93.5,0,0,0.38
12:46:43,PM,all,5.12,0,94.44,0,0,0.44
12:46:44,PM,all,5.81,0,93.57,0,0,0.62
12:46:45,PM,all,8.62,0,91.06,0,0,0.31
12:46:46,PM,all,8.49,0,91.01,0.06,0,0.44
12:46:47,PM,all,4.57,0,95.18,0,0,0.25
12:46:48,PM,all,4.64,0,94.99,0,0,0.38
12:46:49,PM,all,6.07,0,93.93,0,0,0
12:46:50,PM,all,8.48,0,91.4,0,0,0.12
12:46:51,PM,all,5.88,0,94.06,0,0,0.06
12:46:52,PM,all,6.69,0,93.19,0,0,0.12
12:46:53,PM,all,6,0,93.69,0,0,0.31
12:46:54,PM,all,6.14,0,93.67,0,0,0.19
12:46:55,PM,all,5.86,0,93.89,0,0,0.25
12:46:56,PM,all,6.96,0,92.85,0,0,0.19
12:46:57,PM,all,7.98,0,91.83,0,0,0.19
12:46:58,PM,all,5.31,0,94.5,0,0,0.19
12:46:59,PM,all,5.68,0,94.26,0,0,0.06
12:47:00,PM,all,5.52,0,94.29,0,0,0.19
12:47:01,PM,all,5.94,0,94.06,0,0,0
12:47:02,PM,all,6.3,0,93.63,0,0,0.06
12:47:03,PM,all,6.57,0,93.25,0,0,0.19
12:47:04,PM,all,5.99,0,93.7,0,0,0.31
12:47:05,PM,all,6.43,0,93.25,0,0,0.31
12:47:06,PM,all,5.68,0,94.07,0,0,0.25
12:47:07,PM,all,6.83,0,93.05,0,0,0.13
12:47:08,PM,all,7.46,0,92.23,0,0,0.31
12:47:09,PM,all,5.07,0,94.87,0,0,0.06
12:47:10,PM,all,5.13,0,94.68,0,0,0.19
12:47:11,PM,all,7.1,0,92.46,0,0,0.44
12:47:12,PM,all,7.24,0,92.51,0,0,0.25
12:47:13,PM,all,6.66,0,93.22,0,0,0.13
12:47:14,PM,all,5.94,0,93.88,0,0,0.19
12:47:15,PM,all,5.5,0,94.31,0,0,0.19
12:47:16,PM,all,6.39,0,93.48,0,0,0.13
12:47:17,PM,all,7.2,0,92.55,0,0,0.25
12:47:18,PM,all,5.64,0,94.18,0,0,0.19
12:47:19,PM,all,7,0,92.69,0,0,0.31
12:47:20,PM,all,5.12,0,94.44,0,0,0.44
12:47:21,PM,all,7.53,0,92.22,0,0,0.25
12:47:22,PM,all,6.3,0,93.45,0,0,0.25
12:47:23,PM,all,5.83,0,94.11,0,0,0.06
12:47:24,PM,all,6.93,0,92.75,0,0,0.31
12:47:25,PM,all,6.76,0,92.87,0,0,0.38
12:47:26,PM,all,6.99,0,92.76,0,0,0.25
12:47:27,PM,all,4.76,0,94.87,0,0,0.38
12:47:28,PM,all,4.48,0,95.09,0,0,0.44
12:47:29,PM,all,7.93,0,91.82,0,0,0.25
12:47:30,PM,all,6,0,93.44,0,0,0.56
12:47:31,PM,all,6.42,0,93.2,0,0,0.37
12:47:32,PM,all,4.75,0,94.75,0,0,0.5
12:47:33,PM,all,7.01,0,92.68,0,0,0.31
12:47:34,PM,all,5.88,0,93.93,0,0,0.19
12:47:35,PM,all,6.31,0,93.44,0,0,0.25
12:47:36,PM,all,6.89,0,92.67,0,0,0.44
12:47:37,PM,all,6.34,0,93.6,0,0,0.06
12:47:38,PM,all,7.11,0,92.76,0,0,0.12
12:47:39,PM,all,7.14,0,92.48,0,0,0.37
12:47:40,PM,all,4.94,0,95,0,0,0.06
12:47:41,PM,all,7.25,0,92.5,0,0,0.25
12:47:42,PM,all,5.75,0,93.81,0,0,0.44
12:47:43,PM,all,5.56,0,94.25,0,0,0.19
12:47:44,PM,all,6.44,0,93.25,0,0,0.31
12:47:45,PM,all,7.7,0,92.12,0,0,0.19
12:47:46,PM,all,5.24,0,94.45,0,0,0.31
12:47:47,PM,all,7.47,0,92.53,0,0,0
12:47:48,PM,all,5.75,0,94,0,0,0.25
12:47:49,PM,all,4.95,0,94.8,0,0,0.25
12:47:50,PM,all,7.68,0,92,0,0,0.31
12:47:51,PM,all,5.31,0,94.44,0,0,0.25
12:47:52,PM,all,6.44,0,92.93,0,0,0.63
12:47:53,PM,all,5.71,0,94.1,0,0,0.19
12:47:54,PM,all,6.57,0,93,0,0,0.44
12:47:55,PM,all,5.26,0,94.55,0,0,0.19
12:47:56,PM,all,6.94,0,92.87,0,0,0.19
12:47:57,PM,all,6.17,0,93.27,0,0,0.56
12:47:58,PM,all,4.82,0,95.12,0,0,0.06
12:47:59,PM,all,7.31,0,92.5,0,0,0.19
12:48:00,PM,all,6.12,0,93.56,0,0,0.31
